"feature","ERR11869021_humann_input_Abundance-RPKs"
"K02913",0.000815144
"K03088",0.000538392
"K21572",0.000359991
"K02914",0.000343508
"K02004",0.000303161
"K06147",0.000192111
"K02907",0.000185656
"K02003",0.000180735
"K02954",0.000161302
"K02965",0.000155327
"K02911",0.00014916
"K01990",0.000148456
"K02878",0.000142324
"K02950",0.000139746
"K02961",0.000136782
"K02926",0.000135371
"K02904",0.000130803
"K03551",0.000128508
"K02948",0.00012724
"K02909",0.000126458
"K02874",0.000123457
"K02988",0.000121277
"K02982",0.000120826
"K03497",0.000119576
"K02963",0.000118481
"K02996",0.000117715
"K00566",0.000115456
"K01939",0.000114822
"K00059",0.000113253
"K02946",0.000112658
