"tipo","funcion","abundancia"
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000488968
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000485524
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000444054
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000430606
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.00035647
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.00028805
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000269065
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000233412
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000166082
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000131496
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",0.000127287
"pathway","PWY-4984: urea cycle",0.000119443
"pathway","PWY-6305: superpathway of putrescine biosynthesis",9.05758e-05
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",5.80246e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",3.29613e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",1.48786e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",7.85934e-06
