"feature","ERR11869078_humann_input_Abundance"
"PWY-7238: sucrose biosynthesis II",0.000856423
"PWY-5941: glycogen degradation II",0.000663174
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",0.000604321
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",0.000562796
"PWY-1042: glycolysis IV",0.000549033
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.000545639
"PWY-5686: UMP biosynthesis I",0.000531328
"PWY-7790: UMP biosynthesis II",0.000531328
"PWY-7791: UMP biosynthesis III",0.000531328
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.00052428
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.000522757
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.00052123
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.000521203
"ARO-PWY: chorismate biosynthesis I",0.00051885
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.000518795
"VALSYN-PWY: L-valine biosynthesis",0.000513227
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.000512645
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000496292
"PWY-7111: pyruvate fermentation to isobutanol (engineered)",0.000489664
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000487718
