"feature","ERR11869078_humann_input_Abundance"
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000496292
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.00047645
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.00042857
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.0004058
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000397522
"TRPSYN-PWY: L-tryptophan biosynthesis",0.00035001
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000278165
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000191591
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000181936
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000172225
"PWY-6803: phosphatidylcholine acyl editing",0.000171689
"PWY-6305: superpathway of putrescine biosynthesis",0.000170637
"ORNDEG-PWY: superpathway of ornithine degradation",0.000150974
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",0.000124832
"PWY-6630: superpathway of L-tyrosine biosynthesis",0.000106463
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",7.6775e-05
"AST-PWY: L-arginine degradation II (AST pathway)",4.38558e-05
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",2.89392e-05
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",2.89392e-05
"PWY-4984: urea cycle",1.09901e-05
"PWY0-1221: putrescine degradation II",1.00288e-05
"CARNMET-PWY: L-carnitine degradation I",7.31853e-06
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",6.19425e-06
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",5.45436e-06
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",7.32827e-07
