"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",45.34625,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",44.31022,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",9.02101,"","phylum","Actinomycetota"
"k__Bacteria|p__Pseudomonadota","2|1224",1.10601,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.19781,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.0187,"","phylum","Verrucomicrobiota"
