"tipo","funcion","abundancia"
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000304292
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000288358
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000278654
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000276308
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000272908
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000271198
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000265458
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000160333
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000160211
"pathway","PWY-4984: urea cycle",0.000122905
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000119749
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.00011353
"pathway","PWY-6305: superpathway of putrescine biosynthesis",8.64532e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",7.66315e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",6.65315e-05
"pathway","PWY-6803: phosphatidylcholine acyl editing",5.71372e-05
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",4.35388e-05
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",2.44088e-05
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",1.82625e-05
"pathway","CARNMET-PWY: L-carnitine degradation I",3.87509e-06
"pathway","PWY0-1221: putrescine degradation II",2.35971e-06
"pathway","PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",1.38948e-06
