"tipo","funcion","abundancia"
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000518185
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000512709
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000439779
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.00042813
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000332136
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000321299
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000210386
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000147034
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",0.000103783
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",9.87594e-05
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",7.23934e-05
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",6.56362e-05
"pathway","PWY-4984: urea cycle",5.32388e-05
"pathway","PWY-6305: superpathway of putrescine biosynthesis",3.95978e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",3.64385e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",2.02831e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",1.1341e-05
"pathway","PWY-6803: phosphatidylcholine acyl editing",6.19583e-06
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",3.79404e-06
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",3.10954e-06
