"feature","ERR11865976_humann_input_Abundance-RPKs"
"K02913",0.000437448
"K03088",0.000365599
"K21572",0.000285757
"K02914",0.000220408
"K02965",0.00017366
"K02004",0.000161622
"K02954",0.000155725
"K01990",0.000137756
"K02878",0.000129639
"K02950",0.000125719
"K06147",0.000124271
"K02003",0.000123866
"K02902",0.000119415
"K02911",0.000118276
"K02970",0.000112634
"K02948",0.000108898
"K02874",0.00010608
"K03496",0.000105779
"K02907",0.000105058
"K02078",0.000103152
"K02904",0.000100921
"K02946",9.31481e-05
"K03497",9.30839e-05
"K07726",9.09247e-05
"K02899",8.98237e-05
"K01992",8.71653e-05
"K02919",8.63337e-05
"K02906",8.54201e-05
"K07240",8.42818e-05
"K01520",8.35699e-05
