"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",63.86395,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",32.11958,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",2.03134,"","phylum","Actinomycetota"
"k__Bacteria|p__Pseudomonadota","2|1224",1.9826,"","phylum","Pseudomonadota"
"k__Bacteria|p__Synergistota","2|508458",0.00254,"","phylum","Synergistota"
