"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",50.20656,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",44.58608,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",4.94405,"","phylum","Actinomycetota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.20677,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.0463,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Synergistota","2|508458",0.01024,"","phylum","Synergistota"
