"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",69.15294,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",23.27262,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",5.73493,"","phylum","Actinomycetota"
"k__Bacteria|p__Pseudomonadota","2|1224",1.59704,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.20716,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.03533,"","phylum","Bacteria_unclassified"
