"tipo","funcion","abundancia"
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.00044114
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000438565
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000391449
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000326839
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000298514
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000198004
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000196014
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000190489
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000142533
"pathway","PWY-4984: urea cycle",0.00011759
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000107917
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",0.000106084
"pathway","PWY-6305: superpathway of putrescine biosynthesis",7.87127e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",6.24662e-05
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",3.92479e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",2.53472e-05
"pathway","PWY-6803: phosphatidylcholine acyl editing",2.22368e-05
"pathway","PWY-5180: toluene degradation I (aerobic) (via o-cresol)",2.01066e-05
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",1.29567e-05
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",8.81888e-06
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",7.89761e-06
"pathway","ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",6.3802e-06
"pathway","ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",6.3802e-06
"pathway","PWY-6562: norspermidine biosynthesis",2.06035e-06
"pathway","PWY0-1221: putrescine degradation II",1.7298e-06
"pathway","PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",1.27087e-06
"pathway","CARNMET-PWY: L-carnitine degradation I",5.74171e-07
