"tipo","funcion","abundancia"
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000774437
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.00076347
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000623937
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000592473
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000521074
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000438337
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000421865
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",0.000380906
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.000362814
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000203412
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",7.56996e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",6.78578e-05
"pathway","PWY-6803: phosphatidylcholine acyl editing",5.00329e-05
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",4.79232e-05
"pathway","PWY-6305: superpathway of putrescine biosynthesis",4.56087e-05
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",4.03815e-05
"pathway","ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",3.54605e-05
"pathway","ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",3.54605e-05
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",2.88003e-05
"pathway","PWY-4984: urea cycle",2.73234e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",1.4118e-05
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",1.39114e-05
"pathway","PWY-6562: norspermidine biosynthesis",4.31039e-06
"pathway","PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",3.85474e-06
"pathway","PWY0-1221: putrescine degradation II",2.07655e-06
