"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",56.86044,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",30.66137,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",4.72074,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",4.33502,"","phylum","Actinomycetota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",1.64688,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Fusobacteriota","2|32066",1.10264,"","phylum","Fusobacteriota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.63741,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.02892,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Synergistota","2|508458",0.00608,"","phylum","Synergistota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.00049,"","phylum","Candidatus_Saccharibacteria"
