"feature","ERR11869081_humann_input_Abundance-RPKs"
"K21572",0.000722501
"K03088",0.000565393
"K02913",0.000535845
"K02914",0.000493063
"K08998",0.000369793
"K02004",0.000296657
"K02956",0.000230054
"K07085",0.000229051
"K02904",0.00020215
"K02907",0.000196387
"K02078",0.000186334
"K02911",0.000180705
"K02003",0.00017614
"K02878",0.000175356
"K02950",0.000171271
"K00262",0.000168576
"K12373",0.00016856
"K00566",0.000166985
"K02965",0.00016689
"K02954",0.000150475
"K02899",0.00014621
"K02564",0.000144658
"K02916",0.000144564
"K02355",0.000142736
"K02948",0.000138428
"K03530",0.000136628
"K06142",0.000134884
"K01992",0.000134763
"K01442",0.0001331
"K01190",0.000128855
