"feature","ERR11869008_humann_input_Abundance-RPKs"
"K21572",0.00087261
"K03088",0.000538091
"K02004",0.000303298
"K00850",0.000231341
"K07085",0.000227344
"K00566",0.000188692
"K00615",0.000173498
"K02003",0.000166124
"K02926",0.000162743
"K02564",0.000161207
"K02906",0.000157896
"K02016",0.000155029
"K01992",0.000153421
"K02355",0.000152279
"K03585",0.000150483
"K02878",0.00014765
"K02005",0.000144938
"K02992",0.000143881
"K00789",0.000143416
"K00059",0.000143119
"K02886",0.000142617
"K02954",0.000141506
"K02996",0.000140126
"K00876",0.000139386
"K02874",0.000139033
"K07568",0.000137631
"K12373",0.000136517
"K02015",0.000131328
"K14652",0.000131127
"K01834",0.000130845
