"feature","ERR11869008_humann_input_Abundance"
"PWY-1042: glycolysis IV",0.000757798
"VALSYN-PWY: L-valine biosynthesis",0.000663761
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)",0.000662484
"PWY-5686: UMP biosynthesis I",0.000657009
"PWY-7790: UMP biosynthesis II",0.000657009
"PWY-7791: UMP biosynthesis III",0.000657009
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.000655938
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",0.000653804
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis",0.000653804
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I",0.000648469
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.000636808
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.000634854
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.000628647
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.000620599
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000613388
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.00059706
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.000597009
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)",0.00059626
"PWY-7238: sucrose biosynthesis II",0.000594596
"ARO-PWY: chorismate biosynthesis I",0.000585756
