"feature","ERR11869439_humann_input_Abundance-RPKs"
"K03088",0.00025458
"K21572",0.000234691
"K06147",0.000124717
"K02906",0.000124105
"K02887",0.000119475
"K02946",0.000114892
"K01990",0.000112217
"K02992",0.000110097
"K02355",0.000109733
"K02016",0.000108844
"K02004",0.000108301
"K02961",0.000104704
"K02963",0.000101069
"K02931",9.73295e-05
"K02863",8.65087e-05
"K02600",8.44365e-05
"K02954",8.22371e-05
"K03497",8.15814e-05
"K02911",8.0999e-05
"K01992",7.97364e-05
"K03046",7.88304e-05
"K02867",7.86174e-05
"K02357",7.82127e-05
"K02935",7.81891e-05
"K02874",7.81373e-05
"K02003",7.73694e-05
"K02904",7.372e-05
"K02996",7.26367e-05
"K02933",7.08365e-05
"K03040",6.97834e-05
