"feature","ERR11869415_humann_input_Abundance"
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis",0.000651747
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.00063016
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.00062462
"PWY-7238: sucrose biosynthesis II",0.000621667
"PWY-5686: UMP biosynthesis I",0.00061636
"PWY-7790: UMP biosynthesis II",0.00061636
"PWY-7791: UMP biosynthesis III",0.00061636
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.000615023
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.000603313
"ARO-PWY: chorismate biosynthesis I",0.000601227
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.000591961
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.000591961
"PWY-1042: glycolysis IV",0.000591684
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)",0.00058728
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.000586638
"VALSYN-PWY: L-valine biosynthesis",0.000580544
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000579417
"PWY-6609: adenine and adenosine salvage III",0.000578263
"PWY-5667: CDP-diacylglycerol biosynthesis I",0.000555602
"PWY0-1319: CDP-diacylglycerol biosynthesis II",0.000555602
