"feature","ERR11869415_humann_input_Abundance-RPKs"
"K03088",0.00036018
"K21572",0.000319207
"K01990",0.000231811
"K02004",0.000215046
"K06147",0.000160739
"K01992",0.000143338
"K02003",0.000142122
"K02906",0.000129916
"K02355",0.00012672
"K03497",0.000123446
"K02016",0.000115039
"K01206",0.000111695
"K12373",0.000108342
"K01223",0.000107918
"K02904",0.000106771
"K03655",0.000102032
"K01591",9.97355e-05
"K02564",9.93816e-05
"K02015",9.87416e-05
"K01056",9.48546e-05
"K03671",9.48461e-05
"K02946",9.19499e-05
"K03657",9.14113e-05
"K02911",9.05911e-05
"K02895",8.91864e-05
"K02887",8.81198e-05
"K07284",8.74863e-05
"K00789",8.63628e-05
"K02886",8.57725e-05
"K01883",8.55288e-05
