"feature","ERR11868998_humann_input_Abundance-RPKs"
"K21572",0.000900505
"K03088",0.00044478
"K02004",0.00032506
"K07085",0.000213056
"K00566",0.00015165
"K12373",0.000143474
"K01190",0.000137071
"K02003",0.000116046
"K05349",0.000115488
"K01992",0.0001153
"K00850",0.000113499
"K06147",0.000112383
"K00791",0.000108627
"K02931",0.000106989
"K02564",0.000104864
"K02886",0.000103305
"K02906",0.000103086
"K02878",0.000101459
"K02996",0.000101294
"K00789",9.92288e-05
"K02355",9.58366e-05
"K02358",9.39374e-05
"K01951",9.37307e-05
"K06142",9.29411e-05
"K00262",9.29095e-05
"K03585",9.22453e-05
"K02874",9.15723e-05
"K01619",9.1357e-05
"K02954",9.06469e-05
"K02356",9.06093e-05
