"feature","ERR11868998_humann_input_Abundance"
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000445928
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000391004
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000354531
"GLUTORN-PWY: L-ornithine biosynthesis I",0.00034915
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000348648
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000342025
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000330971
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000235282
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.00023068
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000212994
"PWY-4984: urea cycle",0.0002024
"PWY-6305: superpathway of putrescine biosynthesis",0.000164041
"ORNDEG-PWY: superpathway of ornithine degradation",0.000159051
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",0.000153029
"PWY-6803: phosphatidylcholine acyl editing",0.000149101
"AST-PWY: L-arginine degradation II (AST pathway)",0.000142622
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000130874
"PWY-6630: superpathway of L-tyrosine biosynthesis",0.000121181
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",0.000110096
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",0.000110096
"PWY-6562: norspermidine biosynthesis",6.21051e-05
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",5.07328e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",7.48037e-06
