"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",51.25661,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",41.93845,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",5.19073,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",1.57506,"","phylum","Actinomycetota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.02078,"","phylum","Candidatus_Saccharibacteria"
"k__Bacteria|p__Fusobacteriota","2|32066",0.00919,"","phylum","Fusobacteriota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.00918,"","phylum","Bacteria_unclassified"
