#mpa_vJun23_CHOCOPhlAnSGB_202306
#/home/humann2/miniforge3/envs/env_perfect/bin/metaphlan /home/humann2/tfg_ckd/cleaned_data/ERR11866330_knead/ERR11866330_1_kneaddata_paired_1.fastq,/home/humann2/tfg_ckd/cleaned_data/ERR11866330_knead/ERR11866330_1_kneaddata_paired_2.fastq --input_type fastq --nproc 8 --bt2_ps sensitive-local --bowtie2out /home/humann2/tfg_ckd/cleaned_data/ERR11866330_knead/ERR11866330_bowtie2.bz2 -o /home/humann2/tfg_ckd/cleaned_data/ERR11866330_knead/ERR11866330_metaphlan_profile.txt
#63950474 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.99838	
k__Archaea	2157	0.00162	
k__Bacteria|p__Firmicutes	2|1239	84.94898	
k__Bacteria|p__Bacteroidota	2|976	9.7965	
k__Bacteria|p__Actinomycetota	2|201174	4.75691	
k__Bacteria|p__Verrucomicrobiota	2|74201	0.41014	
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.05915	
k__Bacteria|p__Synergistota	2|508458	0.01619	
k__Bacteria|p__Pseudomonadota	2|1224	0.00975	
k__Archaea|p__Methanobacteriota	2157|28890	0.00162	
k__Bacteria|p__Candidatus_Saccharibacteria	2|95818	0.00075	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	77.37488	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	9.06597	
k__Bacteria|p__Firmicutes|c__CFGB94588	2|1239|	5.17411	
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	2.66923	
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	1.99756	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.28059	
k__Bacteria|p__Bacteroidota|c__CFGB1670	2|976|	0.59227	
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	0.41007	
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.19495	
k__Bacteria|p__Firmicutes|c__CFGB1125	2|1239|	0.19015	
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.15812	
k__Bacteria|p__Firmicutes|c__CFGB3038	2|1239|	0.15683	
k__Bacteria|p__Firmicutes|c__CFGB3057	2|1239|	0.09322	
k__Bacteria|p__Actinomycetota|c__CFGB77988	2|201174|	0.08931	
k__Bacteria|p__Bacteroidota|c__CFGB667	2|976|	0.07842	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.06647	
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.05915	
k__Bacteria|p__Firmicutes|c__CFGB79330	2|1239|	0.05407	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.05254	
k__Bacteria|p__Firmicutes|c__CFGB9119	2|1239|	0.02939	
k__Bacteria|p__Bacteroidota|c__CFGB95179	2|976|	0.02909	
k__Bacteria|p__Firmicutes|c__CFGB93792	2|1239|	0.02457	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.01815	
k__Bacteria|p__Firmicutes|c__CFGB1126	2|1239|	0.01676	
k__Bacteria|p__Synergistota|c__Synergistia	2|508458|649775	0.01619	
k__Bacteria|p__Firmicutes|c__CFGB15212	2|1239|	0.00697	
k__Bacteria|p__Bacteroidota|c__CFGB56395	2|976|	0.00625	
k__Bacteria|p__Firmicutes|c__CFGB72939	2|1239|	0.00616	
k__Bacteria|p__Firmicutes|c__CFGB9491	2|1239|	0.00612	
k__Bacteria|p__Bacteroidota|c__CFGB37155	2|976|	0.00556	
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.00544	
k__Bacteria|p__Firmicutes|c__CFGB3062	2|1239|	0.00532	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.00512	
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	0.00394	
k__Bacteria|p__Firmicutes|c__CFGB2919	2|1239|	0.00331	
k__Bacteria|p__Firmicutes|c__CFGB88367	2|1239|	0.00295	
k__Bacteria|p__Bacteroidota|c__CFGB87848	2|976|	0.00293	
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.00276	
k__Bacteria|p__Firmicutes|c__Bacillota_unclassified	2|1239|	0.00269	
k__Bacteria|p__Bacteroidota|c__CFGB14953	2|976|	0.00268	
k__Bacteria|p__Firmicutes|c__CFGB4630	2|1239|	0.00247	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.00244	
k__Bacteria|p__Firmicutes|c__CFGB36777	2|1239|	0.0023	
k__Bacteria|p__Bacteroidota|c__CFGB87904	2|976|	0.00229	
k__Bacteria|p__Firmicutes|c__CFGB94768	2|1239|	0.00223	
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria	2|1224|28211	0.00219	
k__Bacteria|p__Bacteroidota|c__CFGB594	2|976|	0.00182	
k__Bacteria|p__Firmicutes|c__CFGB2997	2|1239|	0.00178	
k__Bacteria|p__Bacteroidota|c__CFGB5778	2|976|	0.00162	
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	0.00162	
k__Bacteria|p__Firmicutes|c__CFGB9718	2|1239|	0.00146	
k__Bacteria|p__Bacteroidota|c__CFGB77758	2|976|	0.00139	
k__Bacteria|p__Bacteroidota|c__CFGB77894	2|976|	0.00137	
k__Bacteria|p__Firmicutes|c__CFGB30328	2|1239|	0.00127	
k__Bacteria|p__Firmicutes|c__CFGB1349	2|1239|	0.00122	
k__Bacteria|p__Bacteroidota|c__CFGB1371	2|976|	0.00122	
k__Bacteria|p__Firmicutes|c__CFGB93863	2|1239|	0.00121	
k__Bacteria|p__Firmicutes|c__CFGB80225	2|1239|	0.00092	
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified	2|95818|	0.00075	
k__Bacteria|p__Bacteroidota|c__CFGB77697	2|976|	0.00068	
k__Bacteria|p__Firmicutes|c__CFGB3034	2|1239|	0.00067	
k__Bacteria|p__Bacteroidota|c__CFGB5784	2|976|	0.00057	
k__Bacteria|p__Bacteroidota|c__CFGB671	2|976|	0.00053	
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.00041	
k__Bacteria|p__Actinomycetota|c__CFGB79760	2|201174|	0.00038	
k__Bacteria|p__Bacteroidota|c__CFGB77696	2|976|	0.00037	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.0003	
k__Bacteria|p__Firmicutes|c__CFGB9977	2|1239|	0.00029	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.00028	
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.00027	
k__Bacteria|p__Bacteroidota|c__CFGB5781	2|976|	0.00026	
k__Bacteria|p__Bacteroidota|c__CFGB7509	2|976|	0.00025	
k__Bacteria|p__Bacteroidota|c__CFGB93979	2|976|	0.00024	
k__Bacteria|p__Bacteroidota|c__CFGB18812	2|976|	0.00022	
k__Bacteria|p__Bacteroidota|c__CFGB35473	2|976|	0.00022	
k__Bacteria|p__Firmicutes|c__CFGB94868	2|1239|	0.0002	
k__Bacteria|p__Firmicutes|c__CFGB93799	2|1239|	0.00019	
k__Bacteria|p__Actinomycetota|c__CFGB5815	2|201174|	0.00018	
k__Bacteria|p__Firmicutes|c__CFGB92029	2|1239|	0.00018	
k__Bacteria|p__Actinomycetota|c__CFGB9429	2|201174|	0.00014	
k__Bacteria|p__Firmicutes|c__CFGB94803	2|1239|	0.00013	
k__Bacteria|p__Bacteroidota|c__CFGB87791	2|976|	0.00012	
k__Bacteria|p__Firmicutes|c__CFGB17580	2|1239|	0.00011	
k__Bacteria|p__Firmicutes|c__CFGB41672	2|1239|	0.0001	
k__Bacteria|p__Bacteroidota|c__CFGB87903	2|976|	0.0001	
k__Bacteria|p__Firmicutes|c__CFGB73219	2|1239|	8e-05	
k__Bacteria|p__Firmicutes|c__CFGB84496	2|1239|	8e-05	
k__Bacteria|p__Firmicutes|c__CFGB94854	2|1239|	8e-05	
k__Bacteria|p__Firmicutes|c__CFGB1448	2|1239|	7e-05	
k__Bacteria|p__Firmicutes|c__CFGB78693	2|1239|	7e-05	
k__Bacteria|p__Firmicutes|c__CFGB79262	2|1239|	7e-05	
k__Bacteria|p__Verrucomicrobiota|c__CFGB90523	2|74201|	7e-05	
k__Bacteria|p__Actinomycetota|c__CFGB30079	2|201174|	6e-05	
k__Bacteria|p__Firmicutes|c__CFGB79290	2|1239|	6e-05	
k__Bacteria|p__Bacteroidota|c__CFGB94501	2|976|	6e-05	
k__Bacteria|p__Actinomycetota|c__CFGB12107	2|201174|	5e-05	
k__Bacteria|p__Firmicutes|c__CFGB45631	2|1239|	4e-05	
k__Bacteria|p__Bacteroidota|c__CFGB28249	2|976|	3e-05	
k__Bacteria|p__Firmicutes|c__CFGB94879	2|1239|	3e-05	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	75.28236	
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	9.06597	
k__Bacteria|p__Firmicutes|c__CFGB94588|o__OFGB94588	2|1239||	5.17411	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales	2|201174|1760|85004	2.64328	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales	2|1239|186801|3085636	2.00631	
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.75029	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.28059	
k__Bacteria|p__Bacteroidota|c__CFGB1670|o__OFGB1670	2|976||	0.59227	
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia|o__Verrucomicrobiales	2|74201|203494|48461	0.41007	
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.24727	
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	0.19495	
k__Bacteria|p__Firmicutes|c__CFGB1125|o__OFGB1125	2|1239||	0.19015	
k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054	2|1239||	0.15812	
k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038	2|1239||	0.15683	
k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057	2|1239||	0.09322	
k__Bacteria|p__Actinomycetota|c__CFGB77988|o__OFGB77988	2|201174||	0.08931	
k__Bacteria|p__Bacteroidota|c__CFGB667|o__OFGB667	2|976||	0.07842	
k__Bacteria|p__Firmicutes|c__CFGB1359|o__OFGB1359	2|1239||	0.06647	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales	2|1239|186801|3082720	0.05928	
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales	2|200940|3031449|213115	0.05915	
k__Bacteria|p__Firmicutes|c__CFGB79330|o__OFGB79330	2|1239||	0.05407	
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.05254	
k__Bacteria|p__Firmicutes|c__CFGB9119|o__OFGB9119	2|1239||	0.02939	
k__Bacteria|p__Bacteroidota|c__CFGB95179|o__OFGB95179	2|976||	0.02909	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales	2|1239|186801|3082768	0.02661	
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792	2|1239||	0.02457	
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales	2|201174|1760|85006	0.02343	
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765	2|1239||	0.01815	
k__Bacteria|p__Firmicutes|c__CFGB1126|o__OFGB1126	2|1239||	0.01676	
k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales	2|508458|649775|649776	0.01619	
k__Bacteria|p__Firmicutes|c__CFGB15212|o__OFGB15212	2|1239||	0.00697	
