"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",84.94898,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",9.7965,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",4.75691,"","phylum","Actinomycetota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.41014,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.05915,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Synergistota","2|508458",0.01619,"","phylum","Synergistota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.00975,"","phylum","Pseudomonadota"
"k__Archaea|p__Methanobacteriota","2157|28890",0.00162,"","phylum","Methanobacteriota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.00075,"","phylum","Candidatus_Saccharibacteria"
