#mpa_vJun23_CHOCOPhlAnSGB_202306
#/home/humann2/miniforge3/envs/env_perfect/bin/metaphlan /home/humann2/tfg_ckd/cleaned_data/ERR11869409_knead/ERR11869409_1_kneaddata_paired_1.fastq,/home/humann2/tfg_ckd/cleaned_data/ERR11869409_knead/ERR11869409_1_kneaddata_paired_2.fastq --input_type fastq --nproc 8 --bt2_ps sensitive-local --bowtie2out /home/humann2/tfg_ckd/cleaned_data/ERR11869409_knead/ERR11869409_bowtie2.bz2 -o /home/humann2/tfg_ckd/cleaned_data/ERR11869409_knead/ERR11869409_metaphlan_profile.txt
#13556080 reads processed
#SampleID	Metaphlan_Analysis
#clade_name	NCBI_tax_id	relative_abundance	additional_species
k__Bacteria	2	99.41442	
k__Archaea	2157	0.58558	
k__Bacteria|p__Bacteroidota	2|976	54.06858	
k__Bacteria|p__Firmicutes	2|1239	33.70394	
k__Bacteria|p__Actinomycetota	2|201174	11.01327	
k__Archaea|p__Methanobacteriota	2157|28890	0.58558	
k__Bacteria|p__Pseudomonadota	2|1224	0.43671	
k__Bacteria|p__Thermodesulfobacteriota	2|200940	0.12202	
k__Bacteria|p__Synergistota	2|508458	0.05884	
k__Bacteria|p__Verrucomicrobiota	2|74201	0.01106	
k__Bacteria|p__Bacteroidota|c__Bacteroidia	2|976|200643	53.35857	
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	26.633	
k__Bacteria|p__Actinomycetota|c__Coriobacteriia	2|201174|84998	10.69117	
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	5.78223	
k__Archaea|p__Methanobacteriota|c__Methanobacteria	2157|28890|183925	0.58558	
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.48089	
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria	2|1224|28216	0.32419	
k__Bacteria|p__Actinomycetota|c__Actinomycetes	2|201174|1760	0.29729	
k__Bacteria|p__Firmicutes|c__CFGB1776	2|1239|	0.2705	
k__Bacteria|p__Bacteroidota|c__CFGB95179	2|976|	0.25912	
k__Bacteria|p__Bacteroidota|c__CFGB667	2|976|	0.24103	
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.16823	
k__Bacteria|p__Thermodesulfobacteriota|c__Desulfovibrionia	2|200940|3031449	0.12202	
k__Bacteria|p__Firmicutes|c__CFGB1765	2|1239|	0.11276	
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria	2|1224|1236	0.11252	
k__Bacteria|p__Firmicutes|c__CFGB84486	2|1239|	0.1108	
k__Bacteria|p__Bacteroidota|c__CFGB56395	2|976|	0.06184	
k__Bacteria|p__Firmicutes|c__CFGB79315	2|1239|	0.05956	
k__Bacteria|p__Synergistota|c__Synergistia	2|508458|649775	0.05884	
k__Bacteria|p__Firmicutes|c__CFGB3054	2|1239|	0.0363	
k__Bacteria|p__Bacteroidota|c__CFGB87848	2|976|	0.0363	
k__Bacteria|p__Bacteroidota|c__CFGB77894	2|976|	0.03183	
k__Bacteria|p__Bacteroidota|c__CFGB594	2|976|	0.01835	
k__Bacteria|p__Firmicutes|c__CFGB1359	2|1239|	0.01378	
k__Bacteria|p__Firmicutes|c__CFGB3057	2|1239|	0.01319	
k__Bacteria|p__Firmicutes|c__CFGB3047	2|1239|	0.01192	
k__Bacteria|p__Bacteroidota|c__CFGB1371	2|976|	0.01127	
k__Bacteria|p__Actinomycetota|c__CFGB5815	2|201174|	0.00977	
k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiia	2|74201|203494	0.00955	
k__Bacteria|p__Firmicutes|c__CFGB3023	2|1239|	0.00856	
k__Bacteria|p__Bacteroidota|c__CFGB37155	2|976|	0.00773	
k__Bacteria|p__Bacteroidota|c__CFGB14953	2|976|	0.00579	
k__Bacteria|p__Actinomycetota|c__CFGB30079	2|201174|	0.00551	
k__Bacteria|p__Actinomycetota|c__CFGB9429	2|201174|	0.00534	
k__Bacteria|p__Bacteroidota|c__CFGB1670	2|976|	0.00466	
k__Bacteria|p__Bacteroidota|c__CFGB93979	2|976|	0.00448	
k__Bacteria|p__Bacteroidota|c__CFGB35473	2|976|	0.00433	
k__Bacteria|p__Actinomycetota|c__CFGB12107	2|201174|	0.0034	
k__Bacteria|p__Bacteroidota|c__CFGB7509	2|976|	0.00332	
k__Bacteria|p__Bacteroidota|c__CFGB27949	2|976|	0.00269	
k__Bacteria|p__Bacteroidota|c__CFGB87904	2|976|	0.00265	
k__Bacteria|p__Bacteroidota|c__CFGB95139	2|976|	0.00257	
k__Bacteria|p__Bacteroidota|c__CFGB77697	2|976|	0.00191	
