"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",54.06858,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",33.70394,"","phylum","Firmicutes"
"k__Bacteria|p__Actinomycetota","2|201174",11.01327,"","phylum","Actinomycetota"
"k__Archaea|p__Methanobacteriota","2157|28890",0.58558,"","phylum","Methanobacteriota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.43671,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.12202,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Synergistota","2|508458",0.05884,"","phylum","Synergistota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.01106,"","phylum","Verrucomicrobiota"
