"feature","ERR11869193_humann_input_Abundance"
"PWY-7238: sucrose biosynthesis II",0.000653013
"PWY-5941: glycogen degradation II",0.000507554
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",0.000484738
"VALSYN-PWY: L-valine biosynthesis",0.000472862
"PWY-1042: glycolysis IV",0.000471537
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.000459514
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.000454861
"PWY-5686: UMP biosynthesis I",0.000451471
"PWY-7790: UMP biosynthesis II",0.000451471
"PWY-7791: UMP biosynthesis III",0.000451471
"ARO-PWY: chorismate biosynthesis I",0.000436833
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000432253
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.00042641
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000419931
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.000415681
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I",0.000403286
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000399561
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000398657
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.000398592
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",0.000398467
