"feature","ERR11868986_humann_input_Abundance-RPKs"
"K02913",0.00199193
"K07800",0.000793075
"K02914",0.000324898
"K02954",0.000243749
"K01992",0.000240684
"K02004",0.000237147
"K02907",0.000232352
"K02904",0.000226645
"K03088",0.000212796
"K02003",0.000200911
"K02950",0.000198461
"K07729",0.000188058
"K02965",0.000185817
"K03111",0.00018542
"K02911",0.000181924
"K02902",0.000179682
"K03073",0.000172637
"K02078",0.000162079
"K02878",0.000151453
"K02948",0.000149606
"K02952",0.000146121
"K01990",0.000145055
"K02946",0.00014493
"K02909",0.000140424
"K07052",0.000133396
"K21572",0.000133048
"K02906",0.000132488
"K07171",0.000131951
"K01752",0.000131308
"K01819",0.000128221
