"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",48.017,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",38.36137,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",5.45059,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",3.38601,"","phylum","Actinomycetota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",2.67667,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Fusobacteriota","2|32066",1.15323,"","phylum","Fusobacteriota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.88523,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.05425,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Synergistota","2|508458",0.01147,"","phylum","Synergistota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.00417,"","phylum","Candidatus_Saccharibacteria"
