"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",46.95008,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",31.53184,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",14.98115,"","phylum","Actinomycetota"
"k__Bacteria|p__Pseudomonadota","2|1224",6.13803,"","phylum","Pseudomonadota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.19449,"","phylum","Fusobacteriota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.18374,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.01497,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.0057,"","phylum","Verrucomicrobiota"
