"feature","ERR11866002_humann_input_Abundance"
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000308578
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000265178
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000264528
"GLUTORN-PWY: L-ornithine biosynthesis I",0.0002623
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000261552
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.00025782
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000255619
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000180695
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000174111
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000170305
"PWY-4984: urea cycle",0.00015664
"PWY-6803: phosphatidylcholine acyl editing",0.00015201
"PWY-6305: superpathway of putrescine biosynthesis",0.000130621
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000126574
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",0.000125981
"PWY-6630: superpathway of L-tyrosine biosynthesis",8.9307e-05
"ORNDEG-PWY: superpathway of ornithine degradation",8.52634e-05
"PWY-5180: toluene degradation I (aerobic) (via o-cresol)",5.62079e-05
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",4.0738e-05
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",4.0738e-05
"AST-PWY: L-arginine degradation II (AST pathway)",3.84489e-05
"PWY0-1221: putrescine degradation II",1.56524e-05
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",1.32055e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",1.16343e-05
"CARNMET-PWY: L-carnitine degradation I",9.38299e-06
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",7.54727e-06
"PWY-6562: norspermidine biosynthesis",3.70344e-06
