"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",49.72562,"","phylum","Firmicutes"
"k__Bacteria|p__Actinomycetota","2|201174",39.67924,"","phylum","Actinomycetota"
"k__Bacteria|p__Bacteroidota","2|976",8.85849,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",1.73285,"","phylum","Pseudomonadota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.00246,"","phylum","Fusobacteriota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00133,"","phylum","Verrucomicrobiota"
