"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",54.69484,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",44.33351,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",0.77073,"","phylum","Actinomycetota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.13096,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.0507,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Pseudomonadota","2|1224",0.01095,"","phylum","Pseudomonadota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00567,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.00264,"","phylum","Candidatus_Saccharibacteria"
