"tipo","funcion","abundancia"
"pathway","PWY-6629: superpathway of L-tryptophan biosynthesis",0.000427007
"pathway","TRPSYN-PWY: L-tryptophan biosynthesis",0.0004052
"pathway","ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000390673
"pathway","ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000376332
"pathway","GLUTORN-PWY: L-ornithine biosynthesis I",0.000363516
"pathway","PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.00030374
"pathway","ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.00014725
"pathway","PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.00012153
"pathway","POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",9.66873e-05
"pathway","PWY-6305: superpathway of putrescine biosynthesis",7.88202e-05
"pathway","ARGININE-SYN4-PWY: L-ornithine biosynthesis II",7.79465e-05
"pathway","PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",7.44236e-05
"pathway","PWY-6803: phosphatidylcholine acyl editing",5.76452e-05
"pathway","ORNDEG-PWY: superpathway of ornithine degradation",5.12722e-05
"pathway","PWY-6628: superpathway of L-phenylalanine biosynthesis",4.57665e-05
"pathway","PWY-4984: urea cycle",4.54967e-05
"pathway","PWY-6630: superpathway of L-tyrosine biosynthesis",4.52201e-05
"pathway","POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",4.51056e-05
"pathway","AST-PWY: L-arginine degradation II (AST pathway)",1.68791e-05
"pathway","ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",1.13583e-05
"pathway","ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",1.13583e-05
"pathway","PWY-6922: L-N&delta;-acetylornithine biosynthesis",1.04632e-05
"pathway","PWY0-1221: putrescine degradation II",4.04942e-06
"pathway","PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",1.91244e-06
