"feature","ERR11866080_humann_input_Abundance-RPKs"
"K03088",0.000462433
"K21572",0.00032691
"K01990",0.000289644
"K02004",0.000279363
"K02914",0.000211902
"K06147",0.000204907
"K03091",0.000193759
"K02003",0.000183827
"K01179",0.000171612
"K02902",0.000142599
"K02913",0.000142215
"K01992",0.000137519
"K07260",0.0001326
"K04763",0.000132325
"K03655",0.000129734
"K07126",0.0001289
"K02078",0.000127739
"K02035",0.000123134
"K02907",0.000120693
"K06223",0.000117216
"K02601",0.000113879
"K02965",0.000113033
"K02890",0.000107979
"K11189",0.000103694
"K06284",0.000103189
"K02355",0.000102933
"K21071",0.000100944
"K02005",9.9987e-05
"K02950",9.97882e-05
"K01480",9.86982e-05
