"feature","ERR11869443_humann_input_Abundance-RPKs"
"K21572",0.00071918
"K03088",0.000505869
"K03496",0.000208444
"K03497",0.000183289
"K02004",0.000175387
"K02016",0.000161123
"K02906",0.000148318
"K07085",0.000132764
"K02355",0.000127511
"K02992",0.000121893
"K01992",0.000117477
"K00059",0.000110939
"K00566",0.000110451
"K01881",0.000110086
"K00850",0.000109489
"K02961",0.000103812
"K12373",0.000103429
"K02357",0.000102626
"K00789",0.000102462
"K03585",0.000102283
"K14652",0.000101461
"K01647",0.000101229
"K02874",0.000100959
"K06973",0.000100326
"K01585",9.7022e-05
"K01885",9.69662e-05
"K00615",9.65186e-05
"K02931",9.64905e-05
"K07114",9.54697e-05
"K07240",9.43181e-05
