"feature","ERR11869089_humann_input_Abundance-RPKs"
"K03088",0.00031962
"K21572",0.000179145
"K02004",0.000167177
"K03496",0.000128269
"K01990",0.000127532
"K06147",0.000123513
"K02564",0.000118833
"K02906",0.000113672
"K02003",0.00011048
"K02529",0.000109316
"K02355",0.000107744
"K02926",9.85233e-05
"K01992",9.80231e-05
"K10117",9.58938e-05
"K02986",9.49507e-05
"K07133",9.46077e-05
"K02954",8.87371e-05
"K02878",8.79994e-05
"K02982",8.63865e-05
"K02886",8.59505e-05
"K01647",8.59177e-05
"K03551",8.5861e-05
"K02931",8.46247e-05
"K02874",8.21229e-05
"K02887",8.17408e-05
"K01462",8.16054e-05
"K02867",8.14997e-05
"K03596",8.09273e-05
"K01591",8.02081e-05
"K03402",8.01881e-05
