"feature","ERR11869002_humann_input_Abundance-RPKs"
"K02913",0.00189026
"K21572",0.000961318
"K03088",0.000838328
"K02914",0.000612326
"K02004",0.000355388
"K02907",0.000271602
"K07085",0.000243743
"K02911",0.000235832
"K00566",0.000217321
"K02904",0.000205882
"K02003",0.000204566
"K02078",0.000200095
"K00850",0.000192422
"K12373",0.000191759
"K02005",0.000190137
"K00615",0.000177141
"K03585",0.000171927
"K02970",0.000169045
"K01206",0.000163121
"K03534",0.00015311
"K01992",0.000151137
"K05349",0.000150284
"K03497",0.000145258
"K00059",0.000143838
"K01990",0.000143252
"K02954",0.000141837
"K00262",0.00013869
"K02948",0.000136727
"K14652",0.000136259
"K09808",0.00013616
