"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",63.43888,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",26.92314,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",8.03258,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",1.20254,"","phylum","Actinomycetota"
"k__Bacteria|p__Synergistota","2|508458",0.35472,"","phylum","Synergistota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.04572,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.00158,"","phylum","Fusobacteriota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00084,"","phylum","Verrucomicrobiota"
