"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",88.24387,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",4.50438,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",3.55473,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",2.37172,"","phylum","Actinomycetota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",1.19723,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.12436,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.00277,"","phylum","Candidatus_Saccharibacteria"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.00094,"","phylum","Thermodesulfobacteriota"
