"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",82.43773,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",12.2165,"","phylum","Firmicutes"
"k__Bacteria|p__Actinomycetota","2|201174",2.71122,"","phylum","Actinomycetota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",2.23734,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.30472,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.08846,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.00403,"","phylum","Bacteria_unclassified"
