"feature","ERR11869149_humann_input_Abundance-RPKs"
"K21572",0.000813862
"K03088",0.000586615
"K02914",0.000345026
"K02004",0.000294165
"K01990",0.000236198
"K02911",0.000230001
"K02913",0.000209106
"K02003",0.000204834
"K19158",0.00017665
"K02355",0.000175844
"K06147",0.000174589
"K01992",0.000168816
"K02954",0.000163704
"K02904",0.000160109
"K03497",0.000154105
"K00262",0.00014422
"K02907",0.000144066
"K02564",0.000140857
"K12373",0.000139721
"K02916",0.000136966
"K06284",0.000136223
"K02965",0.000129868
"K02992",0.000126101
"K01872",0.000122082
"K07114",0.000120991
"K02950",0.000120647
"K02078",0.000118135
"K02968",0.000116412
"K02996",0.000116262
"K02990",0.000116013
