"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",53.08411,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",43.723,"","phylum","Firmicutes"
"k__Bacteria|p__Verrucomicrobiota","2|74201",1.48205,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Actinomycetota","2|201174",1.23285,"","phylum","Actinomycetota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.31134,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.15024,"","phylum","Candidatus_Saccharibacteria"
"k__Bacteria|p__Pseudomonadota","2|1224",0.01441,"","phylum","Pseudomonadota"
"k__Bacteria|p__Synergistota","2|508458",0.00201,"","phylum","Synergistota"
