"feature","ERR11866099_humann_input_Abundance-RPKs"
"K02913",0.00074388
"K02914",0.000462709
"K21572",0.000423908
"K03088",0.00037197
"K02004",0.00034305
"K02907",0.000280563
"K10117",0.000242055
"K02954",0.000242051
"K02529",0.00021207
"K02916",0.000207165
"K02899",0.000202512
"K06147",0.000200269
"K02950",0.000195466
"K02911",0.000194452
"K02003",0.000189356
"K01990",0.000186619
"K02965",0.000180544
"K02902",0.000176166
"K02948",0.00017017
"K02963",0.000165445
"K01915",0.000161835
"K02909",0.000157962
"K01421",0.000157155
"K02878",0.000154741
"K07133",0.000149494
"K02874",0.000148688
"K02518",0.000148183
"K01874",0.000145792
"K01462",0.000145561
"K02946",0.000144151
