"feature","ERR11866174_humann_input_Abundance"
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000550492
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.00054353
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000495567
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000494992
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000425158
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000391677
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000350264
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000312601
"PWY-6630: superpathway of L-tyrosine biosynthesis",0.000174928
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000140566
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",0.000121366
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",9.97597e-05
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",7.15349e-05
"PWY-4984: urea cycle",5.57188e-05
"ORNDEG-PWY: superpathway of ornithine degradation",4.52713e-05
"PWY-6305: superpathway of putrescine biosynthesis",4.41742e-05
"PWY-6803: phosphatidylcholine acyl editing",2.8611e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",2.36559e-05
"PWY-6562: norspermidine biosynthesis",1.84813e-05
"AST-PWY: L-arginine degradation II (AST pathway)",1.75509e-05
"PWY-5180: toluene degradation I (aerobic) (via o-cresol)",1.61509e-05
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",1.11852e-05
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",1.07742e-05
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",1.07742e-05
"CARNMET-PWY: L-carnitine degradation I",1.47279e-06
