"feature","ERR11866174_humann_input_Abundance-RPKs"
"K02913",0.00262091
"K03088",0.000352803
"K02914",0.000304521
"K02907",0.000272696
"K06147",0.000221705
"K21572",0.000207989
"K02911",0.000199979
"K02904",0.000189141
"K02965",0.000177418
"K02004",0.000173949
"K02963",0.000163482
"K01990",0.000162018
"K02899",0.000160398
"K02078",0.0001578
"K02916",0.000154409
"K02954",0.000149456
"K02518",0.000143354
"K02970",0.000142022
"K02878",0.000139655
"K02950",0.000139624
"K03111",0.000138432
"K02881",0.000137917
"K02003",0.000137139
"K02961",0.000136649
"K03496",0.000136222
"K02755",0.000133133
"K02952",0.000132682
"K02948",0.000132398
"K02756",0.000131971
"K02757",0.000131971
