"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",49.20136,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",44.69419,"","phylum","Firmicutes"
"k__Bacteria|p__Actinomycetota","2|201174",6.00154,"","phylum","Actinomycetota"
"k__Bacteria|p__Pseudomonadota","2|1224",0.05506,"","phylum","Pseudomonadota"
"k__Bacteria|p__Synergistota","2|508458",0.02485,"","phylum","Synergistota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.023,"","phylum","Thermodesulfobacteriota"
