"feature","ERR11869145_humann_input_Abundance-RPKs"
"K02913",0.000401508
"K03088",0.000244197
"K02914",0.000193255
"K02004",0.000151612
"K02911",0.000151349
"K02970",0.000150623
"K02946",0.000133923
"K02887",0.000111566
"K02950",0.000108438
"K02919",0.000105218
"K02899",9.82026e-05
"K07473",9.69866e-05
"K02003",9.6862e-05
"K02954",9.52085e-05
"K02935",9.36974e-05
"K02965",9.28713e-05
"K02874",9.12312e-05
"K02992",8.9576e-05
"K18220",8.80178e-05
"K06919",8.63011e-05
"K02110",8.3319e-05
"K02878",7.92519e-05
"K03496",7.77375e-05
"K02906",7.75249e-05
"K02867",7.72893e-05
"K02948",7.52736e-05
"K02933",7.50762e-05
"K02959",6.86903e-05
"K02892",6.6732e-05
"K02986",6.46246e-05
