"feature","ERR11869004_humann_input_Abundance"
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000497473
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000458015
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000420057
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000224265
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000217751
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000202002
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000192377
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000186745
"PWY-4984: urea cycle",0.000176
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000167768
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000122682
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",7.83031e-05
"PWY-6305: superpathway of putrescine biosynthesis",5.72214e-05
"PWY-6630: superpathway of L-tyrosine biosynthesis",5.39399e-05
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",4.94458e-05
"PWY-6803: phosphatidylcholine acyl editing",3.73149e-05
"ORNDEG-PWY: superpathway of ornithine degradation",1.77209e-05
"AST-PWY: L-arginine degradation II (AST pathway)",5.00449e-06
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",3.97169e-06
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",2.70101e-06
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",2.70101e-06
"PWY-6318: L-phenylalanine degradation IV (mammalian, via side chain)",1.40768e-06
"PWY0-1221: putrescine degradation II",8.90686e-07
