"feature","ERR11869091_humann_input_Abundance"
"PWY-7238: sucrose biosynthesis II",0.000835488
"COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis",0.000771237
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",0.0007623
"ARO-PWY: chorismate biosynthesis I",0.000731471
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.000725166
"PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)",0.000722884
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.000717767
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.000716576
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.000715663
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",0.000700468
"PWY-1042: glycolysis IV",0.000694235
"PWY-5686: UMP biosynthesis I",0.000690715
"PWY-7790: UMP biosynthesis II",0.000690715
"PWY-7791: UMP biosynthesis III",0.000690715
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)",0.000685458
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000671651
"VALSYN-PWY: L-valine biosynthesis",0.000669768
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000656702
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",0.000654316
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.000649261
