"feature","ERR11869091_humann_input_Abundance-RPKs"
"K21572",0.000374145
"K03088",0.000292399
"K02004",0.000186525
"K01992",0.000162125
"K06147",0.000148212
"K02003",0.000126682
"K02906",0.000108104
"K03497",9.88536e-05
"K18220",8.98025e-05
"K02057",8.91158e-05
"K03310",8.6583e-05
"K00566",8.48907e-05
"K01990",8.04692e-05
"K02965",8.00215e-05
"K00615",7.72733e-05
"K00145",7.63522e-05
"K07258",7.55428e-05
"K02886",7.53209e-05
"K02867",7.34551e-05
"K02982",7.29424e-05
"K03496",7.29231e-05
"K02529",7.27457e-05
"K02926",7.13994e-05
"K02876",7.09661e-05
"K03499",6.96682e-05
"K01091",6.90012e-05
"K02887",6.83152e-05
"K02835",6.82289e-05
"K01647",6.80595e-05
"K05349",6.76376e-05
