"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Bacteroidota","2|976",56.1615,"","phylum","Bacteroidota"
"k__Bacteria|p__Firmicutes","2|1239",36.2699,"","phylum","Firmicutes"
"k__Bacteria|p__Actinomycetota","2|201174",5.0588,"","phylum","Actinomycetota"
"k__Bacteria|p__Pseudomonadota","2|1224",2.50481,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.00433,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00065,"","phylum","Verrucomicrobiota"
