"feature","ERR11869430_humann_input_Abundance-RPKs"
"K21572",0.00037239
"K03088",0.000331718
"K02004",0.000141256
"K01990",0.000136336
"K02906",0.000124207
"K01992",0.000114365
"K02355",0.000109221
"K03671",0.000101505
"K06147",9.52847e-05
"K18220",8.71681e-05
"K02887",8.50394e-05
"K03530",8.37571e-05
"K07133",8.32726e-05
"K02867",8.31911e-05
"K01462",8.22154e-05
"K02926",8.16234e-05
"K02954",8.15508e-05
"K02946",8.13025e-05
"K02529",8.04444e-05
"K02863",7.85403e-05
"K02935",7.80424e-05
"K02003",7.77306e-05
"K02939",7.69834e-05
"K03497",7.68681e-05
"K02879",7.60796e-05
"K01647",7.47543e-05
"K02986",7.45843e-05
"K02992",7.33594e-05
"K00962",7.245e-05
"K02990",7.05137e-05
