"feature","ERR11869419_humann_input_Abundance"
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000518501
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.000457854
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II",0.000414161
"PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)",0.000202664
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.000201976
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.0001741
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.000173438
"GLUTORN-PWY: L-ornithine biosynthesis I",0.000171135
"PWY-4984: urea cycle",0.00016272
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.000107956
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",0.000105743
"PWY-6630: superpathway of L-tyrosine biosynthesis",7.12219e-05
"PWY-6305: superpathway of putrescine biosynthesis",6.58979e-05
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",5.29342e-05
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",3.64397e-05
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",2.54015e-05
"PWY-6803: phosphatidylcholine acyl editing",1.31971e-05
"ORNDEG-PWY: superpathway of ornithine degradation",1.02399e-05
"PWY-6562: norspermidine biosynthesis",7.02183e-06
"AST-PWY: L-arginine degradation II (AST pathway)",5.58763e-06
"PWY-6922: L-N&delta;-acetylornithine biosynthesis",3.72574e-06
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",3.58265e-06
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation",3.58265e-06
