"feature","ERR11869419_humann_input_Abundance"
"DTDPRHAMSYN-PWY: dTDP-&beta;-L-rhamnose biosynthesis",0.00107063
"PWY66-429: fatty acid biosynthesis initiation (mitochondria)",0.000732446
"PWY-1042: glycolysis IV",0.000653537
"PWY-6703: preQ0 biosynthesis",0.00063612
"VALSYN-PWY: L-valine biosynthesis",0.000556915
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I",0.000549215
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I",0.000545818
"PWY-5695: inosine 5'-phosphate degradation",0.000540689
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II",0.000534375
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II",0.000534375
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",0.000533057
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II",0.000532079
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II",0.000529344
"PWY-6609: adenine and adenosine salvage III",0.000524327
"TRPSYN-PWY: L-tryptophan biosynthesis",0.000518501
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.000511028
"PWY-5686: UMP biosynthesis I",0.000510155
"PWY-7790: UMP biosynthesis II",0.000510155
"PWY-7791: UMP biosynthesis III",0.000510155
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.00050922
