"feature","ERR11869419_humann_input_Abundance-RPKs"
"K21572",0.00165462
"K03088",0.00137379
"K02914",0.000761521
"K02004",0.000517771
"K02913",0.000479939
"K07085",0.00040157
"K02005",0.000392896
"K02078",0.000354725
"K02907",0.000350471
"K00615",0.000313508
"K02003",0.000312593
"K00566",0.000302833
"K12373",0.000272231
"K03585",0.000268377
"K02904",0.000261355
"K03671",0.000260102
"K02970",0.000258921
"K01126",0.000255472
"K02911",0.000248355
"K01206",0.000244947
"K00059",0.000238665
"K02355",0.000230097
"K01992",0.00022294
"K14652",0.000218379
"K02954",0.000216936
"K00876",0.000213615
"K07568",0.000213605
"K00262",0.000212561
"K05340",0.000210557
"K01990",0.000205352
