"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",84.14565,"","phylum","Firmicutes"
"k__Bacteria|p__Pseudomonadota","2|1224",12.81324,"","phylum","Pseudomonadota"
"k__Bacteria|p__Bacteroidota","2|976",1.90283,"","phylum","Bacteroidota"
"k__Bacteria|p__Actinomycetota","2|201174",1.12381,"","phylum","Actinomycetota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.00831,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.00617,"","phylum","Candidatus_Saccharibacteria"
