"feature","ERR11868996_humann_input_Abundance-RPKs"
"K21572",0.000814612
"K02914",0.00062402
"K02913",0.000460859
"K03088",0.000409048
"K02970",0.000272709
"K02907",0.000228375
"K02004",0.000221055
"K06147",0.000217909
"K02950",0.00019405
"K02878",0.000191623
"K02948",0.000187016
"K02874",0.000183176
"K02996",0.000182528
"K02911",0.000164117
"K02078",0.000161075
"K02899",0.00015015
"K03111",0.00014982
"K02965",0.000146437
"K02003",0.000146408
"K07085",0.000143642
"K02904",0.000139656
"K02956",0.000136445
"K02355",0.000132025
"K00566",0.000129403
"K02945",0.000128471
"K00262",0.00012797
"K02963",0.000126503
"K02946",0.000120149
"K02518",0.000120052
"K05349",0.00011974
