"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",38.9696,"","phylum","Firmicutes"
"k__Bacteria|p__Actinomycetota","2|201174",29.98712,"","phylum","Actinomycetota"
"k__Bacteria|p__Bacteroidota","2|976",28.07764,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",2.52478,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.33304,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.06506,"","phylum","Fusobacteriota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.03865,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00377,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.00033,"","phylum","Candidatus_Saccharibacteria"
