"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",63.26629,"","phylum","Firmicutes"
"k__Bacteria|p__Actinomycetota","2|201174",20.44843,"","phylum","Actinomycetota"
"k__Bacteria|p__Bacteroidota","2|976",14.1372,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",1.83065,"","phylum","Pseudomonadota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.17732,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Fusobacteriota","2|32066",0.07746,"","phylum","Fusobacteriota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.04304,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.01866,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Candidatus_Saccharibacteria","2|95818",0.00097,"","phylum","Candidatus_Saccharibacteria"
