"feature","ERR11869407_humann_input_Abundance-RPKs"
"K02913",0.000579492
"K03088",0.000343565
"K06147",0.000197923
"K02003",0.00016897
"K02954",0.000156278
"K19157",0.000150141
"K02950",0.000147451
"K02878",0.000140852
"K02965",0.000140568
"K02907",0.000136167
"K02774",0.0001348
"K02004",0.000128263
"K01990",0.000126165
"K02057",0.000122572
"K02911",0.000119483
"K02110",0.000116979
"K01624",0.000115604
"K07473",0.000114083
"K03497",0.000113658
"K02948",0.000112864
"K03496",0.000110943
"K04758",0.000100542
"K03704",0.000100451
"K02892",0.000100209
"K07133",9.75988e-05
"K02030",9.46149e-05
"K02904",9.29257e-05
"K20492",9.28892e-05
"K02909",9.15026e-05
"K03686",9.12877e-05
