"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",86.64299,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",10.40872,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",2.51203,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",0.26111,"","phylum","Actinomycetota"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.16978,"","phylum","Thermodesulfobacteriota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.00217,"","phylum","Bacteria_unclassified"
"k__Eukaryota|p__Ascomycota","2759|4890",0.00216,"","phylum","Ascomycota"
"k__Bacteria|p__Verrucomicrobiota","2|74201",0.00073,"","phylum","Verrucomicrobiota"
"k__Bacteria|p__Myxococcota","2|2818505",0.00031,"","phylum","Myxococcota"
