"clade_name","NCBI_tax_id","relative_abundance","additional_species","tax_level","taxon"
"k__Bacteria|p__Firmicutes","2|1239",69.60153,"","phylum","Firmicutes"
"k__Bacteria|p__Bacteroidota","2|976",27.06089,"","phylum","Bacteroidota"
"k__Bacteria|p__Pseudomonadota","2|1224",2.12852,"","phylum","Pseudomonadota"
"k__Bacteria|p__Actinomycetota","2|201174",1.1403,"","phylum","Actinomycetota"
"k__Bacteria|p__Bacteria_unclassified","2|",0.04389,"","phylum","Bacteria_unclassified"
"k__Bacteria|p__Thermodesulfobacteriota","2|200940",0.02487,"","phylum","Thermodesulfobacteriota"
